"B92   Sequelas de hanseniase";-;-
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-
"B95   Estr/estafilococo causa doenc class outr cap";-;-
"B96   Outr agent bacter causa doenc class outr cap";-;-
"B97   Virus como doenc class outr cap";-;-
"B99   Doenc infecc outr e as NE";-;-
"C00   Neopl malig do labio";-;-
"C01   Neopl malig da base da lingua";-;-
"C02   Neopl malig outr partes e NE da lingua";-;-
"C03   Neopl malig da gengiva";-;-
"C04   Neopl malig do assoalho da boca";-;-
"C05   Neopl malig do palato";-;-
"C06   Neopl malig outr partes e partes NE da boca";-;-
"C07   Neopl malig da gland parotida";-;-
"C08   Neopl malig outr gland saliv maiores e NE";-;-
"C09   Neopl malig da amigdala";-;-
"C10   Neopl malig da orofaringe";-;-
"C11   Neopl malig da nasofaringe";-;-
"C12   Neopl malig do seio piriforme";-;-
"C13   Neopl malig da hipofaringe";-;-
"C14   Neop mal out loc mal def labio cav oral far";-;-
"C15   Neopl malig do esofago";-;-
"C16   Neopl malig do estomago";-;-
"C17   Neopl malig do intestino delgado";-;-
"C18   Neopl malig do colon";-;-
"C19   Neopl malig da juncao retossigmoide";-;-
"C20   Neopl malig do reto";-;-
"C21   Neopl malig do anus e do canal anal";-;-
"C22   Neopl malig figado vias biliares intra-hepat";-;-
"C23   Neopl malig da vesicula biliar";-;-
"C24   Neopl malig outr partes e NE vias biliares";-;-
"C25   Neopl malig do pancreas";-;-
"C26   Neopl malig outr mal def aparelho digestivo";-;-
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-
"C31   Neopl malig dos seios da face";-;-
"C32   Neopl malig da laringe";-;-
"C33   Neopl malig da traqueia";-;-
"C34   Neopl malig dos bronquios e dos pulmoes";-;-
"C37   Neopl malig do timo";-;-
"C38   Neopl malig do coracao mediastino e pleura";-;-
"C39   Neop mal out loc mal def ap resp org intrat";-;-
"C40   Neopl malig ossos/cartilag artic membros";-;-
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-
"C43   Melanoma malig da pele";-;-
"C44   Outr neopl malig da pele";-;-
"C45   Mesotelioma";-;-
"C46   Sarcoma de Kaposi";-;-
"C47   Neopl malig nervos perif e sist nerv autonom";-;-
"C48   Neopl malig tec moles retro- e peritonio";-;-
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-
"C50   Neopl malig da mama";-;-
"C51   Neopl malig da vulva";-;-
"C52   Neopl malig da vagina";-;-
"C53   Neopl malig do colo do utero";-;-
"C54   Neopl malig do corpo do utero";-;-
"C55   Neopl malig do utero porcao NE";-;-
"C56   Neopl malig do ovario";-;-
"C57   Neopl malig outr org genitais femin e NE";-;-
"C58   Neopl malig da placenta";-;-
"C60   Neopl malig do penis";-;-
"C61   Neopl malig da prostata";-;-
"C62   Neopl malig dos testiculos";-;-
"C63   Neopl malig outr org genit masc e NE";-;-
"C64   Neopl malig do rim exceto pelve renal";-;-
"C65   Neopl malig da pelve renal";-;-
"C66   Neopl malig dos ureteres";-;-
"C67   Neopl malig da bexiga";-;-
"C68   Neopl malig de outr orgaos urinarios e NE";-;-
"C69   Neopl malig do olho e anexos";-;-
"C70   Neopl malig das meninges";-;-
"C71   Neopl malig do encefalo";-;-
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-
"C73   Neopl malig da gland tireoide";-;-
"C74   Neopl malig da gland supra-renal";-;-
"C75   Neopl malig outr gland endocrinas estr relac";-;-
"C76   Neopl malig outr localiz e mal definidas";-;-
"C77   Neopl malig secund e NE gangl linfaticos";-;-
"C78   Neopl malig secund org respirat e digestivos";-;-
"C79   Neopl malig secund de outr localiz";-;-
"C80   Neopl malig s/especificacao de localiz";-;-
"C81   Doenc de Hodgkin";-;-
"C82   Linfoma nao-Hodgkin folicular";-;-
"C83   Linfoma nao-Hodgkin difuso";-;-
"C84   Linfomas de celulas T cutaneas e perifericas";-;-
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-
"C88   Doenc imunoproliferativas malignas";-;-
"C90   Mieloma mult e neopl malig de plasmocitos";-;-
"C91   Leucemia linfoide";-;-
"C92   Leucemia mieloide";-;-
"C93   Leucemia monocitica";-;-
"C94   Outr leucemias de celulas de tipo espec";-;-
"C95   Leucemia de tipo celular NE";-;-
"C96   Outr neopl mal e NE tec linf hematop e corr";-;-
"C97   Neopl malig de localiz mult independentes";-;-
"D00   Carcinoma in situ cav oral esofago estomago";-;-
"D01   Carcinoma in situ de outr orgaos digestivos";-;-
"D02   Carcinoma in situ ouvido medio e ap respirat";-;-
"D03   Melanoma in situ";-;-
"D04   Carcinoma in situ da pele";-;-
"D05   Carcinoma in situ da mama";-;-
"D06   Carcinoma in situ do colo do utero";-;-
"D07   Carcinoma in situ outr orgaos genitais e NE";-;-
"D09   Carcinoma in situ de outr localiz e das NE";-;-
"D10   Neopl benig da boca e da faringe";-;-
"D11   Neopl benig de gland salivares maiores";-;-
"D12   Neopl benig do colon reto canal anal e anus";-;-
"D13   Neopl benig outr part e mal def ap digestivo";-;-
"D14   Neopl benig ouvido medio e aparelho respirat";-;-
"D15   Neopl benig outr orgaos intratoracicos e NE";-;-
"D16   Neopl benig de osso e cartilagem articular";-;-
"D17   Neopl lipomatosa benig";-;-
"D18   Hemangioma e linfangioma de qualquer localiz";-;-
"D19   Neopl benig de tec mesotelial";-;-
"D20   Neopl benig tec mole retro- e peritonio";-;-
"D21   Outr neopl benig tec conj e outr tec moles";-;-
"D22   Nevos melanociticos";-;-
"D23   Outr neopl benig da pele";-;-
"D24   Neopl benig da mama";-;-
"D25   Leiomioma do utero";-;-
"D26   Outr neopl benig do utero";-;-
"D27   Neopl benig do ovario";-;-
"D28   Neopl benig outr org genitais femin e NE";-;-
"D29   Neopl benig dos orgaos genitais masc";-;-
"D30   Neopl benig dos orgaos urinarios";-;-
"D31   Neopl benig do olho e anexos";-;-
"D32   Neopl benig das meninges";-;-
"D33   Neopl benig encef e out part sist nerv centr";-;-
"D34   Neopl benig da gland tireoide";-;-
"D35   Neopl benig de outr gland endocrinas e NE";-;-
"D36   Neopl benig de outr localiz e de localiz NE";-;-
"D37   Neopl comp incerto/desc cav oral e org dig";-;-
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-
"D39   Neopl comp incerto/desconh org genitais fem";-;-
"D40   Neopl comp incerto/desconh org genitais masc";-;-
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-
"D42   Neopl comp incerto/desconhecido meninges";-;-
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-
"D44   Neopl comp incerto/desconh gland endocrinas";-;-
"D45   Policitemia vera";-;-
"D46   Sindr mielodisplasicas";-;-
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-
"D48   Neopl comp inc/desconh outr localiz e NE";-;-
"D50   Anemia p/defic de ferro";-;-
"D51   Anemia p/defic de vitamina B12";-;-
"D52   Anemia p/defic de folato";-;-
"D53   Outr anemias nutricionais";-;-
"D55   Anemia dev transt enzimaticos";-;-
"D56   Talassemia";-;-
"D57   Transt falciformes";-;-
"D58   Outr anemias hemoliticas hereditarias";-;-
"D59   Anemia hemolitica adquir";-;-
"D60   Aplasia pura da serie vermelha adquir";-;-
"D61   Outr anemias aplasticas";-;-
"D62   Anemia aguda pos-hemorragica";-;-
"D63   Anemia em doenc cronicas COP";-;-
"D64   Outr anemias";-;-
"D65   Coagulacao intravascular disseminada";1;1
"D66   Defic hereditaria do fator VIII";-;-
"D67   Defic hereditaria do fator IX";-;-
"D68   Outr defeitos da coagulacao";-;-
"D69   Purpura e outr afeccoes hemorragicas";-;-
"D70   Agranulocitose";-;-
"D71   Transt func neutrofilos polimorfonucleares";-;-
"D72   Outr transt dos globulos brancos";-;-
"D73   Doenc do baco";-;-
"D74   Metemoglobinemia";-;-
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-
"D77   Outr transt sangue e org hematop doenc COP";-;-
"D80   Imunodefic c/predom defeitos anticorpos";-;-
"D81   Defic imunitarias combinadas";-;-
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-
"D83   Imunodeficiencia comum variavel";-;-
"D84   Outr imunodeficiencias";-;-
"D86   Sarcoidose";-;-
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-
"E00   Sindr de defic congen de iodo";-;-
"E01   Transt tireoid e afecc assoc rel defic iodo";-;-
"E02   Hipotireoidismo subclinico p/defic de iodo";-;-
"E03   Outr hipotireoidismos";-;-
"E04   Outr bocios nao-toxicos";-;-
"E05   Tireotoxicose";-;-
"E06   Tireoidite";-;-
"E07   Outr transt da tireoide";-;-
"E10   Diabetes mellitus insulino-dependente";-;-
"E11   Diabetes mellitus nao-insulino-dependemte";-;-
"E12   Diabetes mellitus relac c/a desnutr";-;-
"E13   Outr tipos espec de diabetes mellitus";-;-
"E14   Diabetes mellitus NE";-;-
"E15   Coma hipoglicemico nao-diabetico";-;-
"E16   Outr transt da secrecao pancreatica interna";-;-
"E20   Hipoparatireoidismo";-;-
"E21   Hiperparatireoid e out transt gland paratir";-;-
"E22   Hiperfuncao da hipofise";-;-
"E23   Hipofuncao e outr transt da hipofise";-;-
"E24   Sindr de Cushing";-;-
"E25   Transt adrenogenitais";-;-
"E26   Hiperaldosteronismo";-;-
"E27   Outr transt da gland supra-renal";-;-
"E28   Disfuncao ovariana";-;-
"E29   Disfuncao testicular";-;-
"E30   Transt da puberdade NCOP";-;-
"E31   Disfuncao poliglandular";-;-
"E32   Doenc do timo";-;-
"E34   Outr transt endocrinos";-;-
"E35   Transt das gland endocrinas em doenc COP";-;-
"E40   Kwashiorkor";-;-
"E41   Marasmo nutricional";-;-
"E42   Kwashiorkor marasmatico";-;-
"E43   Desnutric proteico-calorica grave NE";1;1
"E44   Desnutric proteico-calorica grau moder leve";-;-
"E45   Atraso desenv dev desnutric proteico-caloric";-;-
"E46   Desnutric proteico-calorica NE";-;-
"E50   Defic de vitamina A";-;-
"E51   Defic de tiamina";-;-
"E52   Defic de niacina";-;-
"E53   Defic de outr vitaminas do grupo B";-;-
"E54   Defic de acido ascorbico";-;-
"E55   Defic de vitamina D";-;-
"E56   Outr defic vitaminicas";-;-
"E58   Defic de calcio da dieta";-;-
"E59   Defic de selenio da dieta";-;-
"E60   Defic de zinco da dieta";-;-
"E61   Defic de outr elementos nutrientes";-;-
"E63   Outr defic nutricionais";-;-
"E64   Sequelas desnutric e outr defic nutricionais";-;-
"E65   Adiposidade localizada";-;-
"E66   Obesidade";-;-
"E67   Outr form de hiperalimentacao";-;-
"E68   Sequelas de hiperalimentacao";-;-
"E70   Disturbios metabolism aminoacidos aromaticos";-;-
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-
"E72   Outr disturbios metabolismo de aminoacidos";-;-
"E73   Intolerancia a lactose";-;-
"E74   Outr disturbios do metabolismo carboidratos";-;-
"E75   Disturb metab esfingolip e outr depos lipid";-;-
"E76   Disturbios metabolismo do glicosaminoglicano";-;-
"E77   Disturbios do metabolismo de glicoproteinas";-;-
"E78   Disturbios metab lipoproteinas e out lipidem";-;-
"E79   Disturbios metabolismo purina e pirimidina";-;-
"E80   Disturbios metab porfirina e bilirrubina";-;-
"E83   Disturbios do metabolismo de minerais";-;-
"E84   Fibrose cistica";-;-
"E85   Amiloidose";-;-
"E86   Deplecao de volume";-;-
"E87   Outr transt equil hidroeletr e acido-basic";-;-
"E88   Outr disturbios metabolicos";-;-
"E89   Transt endocrinos e metab pos-proced NCOP";-;-
"E90   Transt nutricionais e metab em doenc COP";-;-
"F00   Demencia na doenc de Alzheimer";-;-
"F01   Demencia vascular";-;-
"F02   Demencia em outr doenc COP";-;-
"F03   Demencia NE";-;-
"F04   Sindr amnes org n ind alcool out subst psic";-;-
"F05   Delirium nao induz alcool outr subst psicoat";-;-
"F06   Outr transt ment lesao disf cereb doenc fis";-;-
"F07   Transt pers comport dev doen lesao disf cer";-;-
"F09   Transt mental organico ou sintomatico NE";-;-
"F10   Transt mentais comport dev uso alcool";-;-
"F11   Transt mentais e comport dev uso de opiaceos";-;-
"F12   Transt mentais comport dev uso canabinoides";-;-
"F13   Transt mentais comport dev uso sedat hipnot";-;-
"F14   Transt mentais e comport dev uso da cocaina";-;-
"F15   Transt ment comp uso outr estim incl cafeina";-;-
"F16   Transt mentais comport dev uso alucinogenos";-;-
"F17   Transt mentais e comport dev uso de fumo";-;-
"F18   Transt mentais comport dev uso solv volateis";-;-
"F19   Transt ment comp mult drog out subst psicoat";-;-
"F20   Esquizofrenia";-;-
"F21   Transt esquizotipico";-;-
"F22   Transt delirantes persistentes";-;-
"F23   Transt psicoticos agudos e transitorios";-;-
"F24   Transt delirante induz";-;-
"F25   Transt esquizoafetivos";-;-
"F28   Outr transt psicoticos nao-organicos";-;-
"F29   Psicose nao-organica NE";-;-
"F30   Episodio maniaco";-;-
"F31   Transt afetivo bipolar";-;-
"F32   Episodios depressivos";-;-
"F33   Transt depressivo recorrente";-;-
"F34   Transt de humor persistentes";-;-
"F38   Outr transt do humor";-;-
"F39   Transt do humor NE";-;-
"F40   Transt fobico-ansiosos";-;-
"F41   Outr transt ansiosos";-;-
"F42   Transt obsessivo-compulsivo";-;-
"F43   Reacoes ao stress grave e transt adaptacao";-;-
"F44   Transt dissociativos";-;-
"F45   Transt somatoformes";-;-
"F48   Outr transt neuroticos";-;-
"F50   Transt da alimentacao";-;-
"F51   Transt nao-organicos sono dev fat emocionais";-;-
"F52   Disfuncao sexual n caus p/transt doenc organ";-;-
"F53   Transt mentais comport assoc puerperio NCOP";-;-
"F54   Fat psicolog comport assoc doenc transt COP";-;-
"F55   Abuso de subst que nao produzem dependencia";-;-
"F59   Sindr comp ass trans func fisio fat fisic NE";-;-
"F60   Transt especificos da personalidade";-;-
"F61   Transt mistos personal outr transt personal";-;-
"F62   Modif durad pers n atrib lesao doenc cerebr";-;-
"F63   Transt dos habitos e dos impulsos";-;-
"F64   Transt da identidade sexual";-;-
"F65   Transt da preferencia sexual";-;-
"F66   Transt psic comp assoc desenv sex e orient";-;-
"F68   Outr transt personalidade e comport adulto";-;-
"F69   Transt personalidade e comport adulto NE";-;-
"F70   Retardo mental leve";-;-
"F71   Retardo mental moderado";-;-
"F72   Retardo mental grave";-;-
"F73   Retardo mental profundo";-;-
"F78   Outr retardo mental";-;-
"F79   Retardo mental NE";-;-
"F80   Transt especificos desenvolv fala linguagem";-;-
"F81   Transt especif desenvolv habilidade escolar";-;-
"F82   Transt especifico do desenvolv motor";-;-
"F83   Transt especificos misto do desenvolv";-;-
"F84   Transt globais do desenvolv";-;-
"F88   Outr transt do desenvolv psicologico";-;-
"F89   Transt do desenvolv psicologico NE";-;-
"F90   Transt hipercineticos";-;-
"F91   Disturbios de conduta";-;-
"F92   Transt mistos de conduta e das emocoes";-;-
"F93   Transt emocionais c/inicio especif infancia";-;-
"F94   Transt func soc c/inicio infancia adolesc";-;-
"F95   Tiques";-;-
"F98   Outr transt comp emoc c/inicio inf adolesc";-;-
"F99   Transt mental NE em outr parte";-;-
"G00   Meningite bacter NCOP";-;-
"G01   Meningite em doenc bacter COP";-;-
"G02   Meningite em outr doenc infecc e parasit COP";-;-
"G03   Meningite dev outr causas e a causas NE";-;-
"G04   Encefalite mielite e encefalomielite";-;-
"G05   Encefalite mielite encefalomielite doenc COP";-;-
"G06   Abscesso granuloma intracran intra-raquid";-;-
"G07   Abscess granul intracran intraspin doenc COP";-;-
"G08   Flebite tromboflebite intracran intra-raquid";-;-
"G09   Sequelas doenc inflam sist nerv centr";-;-
"G10   Doenc de Huntington";-;-
"G11   Ataxia hereditaria";-;-
"G12   Atrofia muscular espinal e sindr correlatas";-;-
"G13   Atrof sist q afet sist nerv centr doen COP";-;-
"G20   Doenc de Parkinson";-;-
"G21   Parkinsonismo secund";-;-
"G22   Parkinsonismo em doenc COP";-;-
"G23   Outr doenc degenerativas dos ganglios base";-;-
"G24   Distonia";-;-
"G25   Outr doenc extrapiramidais transt movimentos";-;-
"G26   Doenc extrapiramidais transt movim doenc COP";-;-
"G30   Doenc de Alzheimer";-;-
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-
"G32   Outr transt degenerativ sist nerv doenc COP";-;-
"G35   Esclerose mult";-;-
"G36   Outr desmielinizacoes disseminadas agudas";-;-
"G37   Outr doenc desmielinizantes sist nerv centr";-;-
"G40   Epilepsia";-;-
"G41   Estado de mal epileptico";-;-
"G43   Enxaqueca";-;-
"G44   Outr sindr de algias cefalicas";-;-
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-
"G46   Sindr vasc cerebr q ocorr doenc cerebrovasc";-;-
"G47   Disturbios do sono";-;-
"G50   Transt do nervo trigemeo";-;-
"G51   Transt do nervo facial";-;-
"G52   Transt de outr nervos cranianos";-;-
"G53   Transt dos nervos cranianos em doenc COP";-;-
"G54   Transt das raizes e dos plexos nervosos";-;-
"G55   Compressoes raizes plexos nervosos doenc COP";-;-
"G56   Mononeuropatias dos membros super";-;-
"G57   Mononeuropatias dos membros infer";-;-
"G58   Outr mononeuropatias";-;-
"G59   Mononeuropatias em doenc COP";-;-
"G60   Neuropatia hereditaria e idiopatica";-;-
"G61   Polineuropatia inflam";-;-
"G62   Outr polineuropatias";-;-
"G63   Polineuropatia em doenc COP";-;-
"G64   Outr transt do sist nervoso periferico";-;-
"G70   Miastenia gravis outr transt neuromusculares";-;-
"G71   Transt prim dos musculos";-;-
"G72   Outr miopatias";-;-
"G73   Transt juncao mioneural musculos doenc COP";-;-
"G80   Paralisia cerebral";-;-
"G81   Hemiplegia";-;-
"G82   Paraplegia e tetraplegia";-;-
"G83   Outr sindr paraliticas";-;-
"G90   Transt do sist nervoso autonomo";-;-
"G91   Hidrocefalia";-;-
"G92   Encefalopatia toxica";-;-
"G93   Outr transt do encefalo";-;-
"G94   Outr transt do encefalo em doenc COP";-;-
"G95   Outr doenc da medula espinal";-;-
"G96   Outr transt do sist nervoso central";-;-
"G97   Transt pos-proced do sist nervoso NCOP";-;-
"G98   Outr transt do sist nervoso NCOP";-;-
"G99   Outr transt do sist nervoso em doenc COP";-;-
"H00   Hordeolo e calazio";-;-
"H01   Outr inflam da palpebra";-;-
"H02   Outr transt da palpebra";-;-
"H03   Transt da palpebra em doenc COP";-;-
"H04   Transt do aparelho lacrimal";-;-
"H05   Transt da orbita";-;-
"H06   Transt aparelho lacrimal orbita em doenc COP";-;-
"H10   Conjuntivite";-;-
"H11   Outr transt da conjuntiva";-;-
"H13   Transt da conjuntiva em doenc COP";-;-
"H15   Transt da esclerotica";-;-
"H16   Ceratite";-;-
"H17   Cicatrizes e opacidades da cornea";-;-
"H18   Outr transt da cornea";-;-
"H19   Transt da esclerotica e da cornea doenc COP";-;-
"H20   Iridociclite";-;-
"H21   Outr transt da iris e do corpo ciliar";-;-
"H22   Transt da iris e do corpo ciliar doenc COP";-;-
"H25   Catarata senil";-;-
"H26   Outr cataratas";-;-
"H27   Outr transt do cristalino";-;-
"H28   Catarata e outr transt cristalino doenc COP";-;-
"H30   Inflam coriorretiniana";-;-
"H31   Outr transt da coroide";-;-
"H32   Transt coriorretinianos em doenc COP";-;-
"H33   Descolamentos e defeitos da retina";-;-
"H34   Oclusoes vasculares da retina";-;-
"H35   Outr transt da retina";-;-
"H36   Transt da retina em doenc COP";-;-
"H40   Glaucoma";-;-
"H42   Glaucoma em doenc COP";-;-
"H43   Transt do humor vitreo";-;-
"H44   Transt do globo ocular";-;-
"H45   Transt humor vitreo e globo ocular doenc COP";-;-
"H46   Neurite optica";-;-
"H47   Outr transt do nervo optico e vias opticas";-;-
"H48   Transt nervo optico e vias opticas doenc COP";-;-
"H49   Estrabismo paralitico";-;-
"H50   Outr estrabismos";-;-
"H51   Outr transt do movimento binocular";-;-
"H52   Transt da refracao e da acomodacao";-;-
"H53   Disturbios visuais";-;-
"H54   Cegueira e visao subnormal";-;-
"H55   Nistagmo e outr movimentos irregulares olho";-;-
"H57   Outr transt do olho e anexos";-;-
"H58   Outr transt do olho e anexos em doenc COP";-;-
"H59   Transt do olho e anexos pos-proced NCOP";-;-
"H60   Otite externa";-;-
"H61   Outr transt do ouvido externo";-;-
"H62   Transt do ouvido externo em doenc COP";-;-
"H65   Otite media nao-supurativa";-;-
"H66   Otite media supurativa e as NE";1;1
"H67   Otite media em doenc COP";-;-
"H68   Salpingite e obstrucao trompa de Eustaquio";-;-
"H69   Outr transt da trompa de Eustaquio";-;-
"H70   Mastoidite e afeccoes correlatas";-;-
"H71   Colesteatoma do ouvido medio";-;-
"H72   Perfuracao da membrana do timpano";-;-
"H73   Outr transt da membrana do timpano";-;-
"H74   Outr transt do ouvido medio e da mastoide";-;-
"H75   Outr transt ouvido medio mastoide doenc COP";-;-
"H80   Otosclerose";-;-
"H81   Transt da funcao vestibular";-;-
"H82   Sindr vertiginosas em doenc COP";-;-
"H83   Outr transt do ouvido interno";-;-
"H90   Perda audicao transt conducao neuro-sens";-;-
"H91   Outr perdas de audicao";-;-
"H92   Otalgia e secrecao auditiva";-;-
"H93   Outr transt do ouvido NCOP";-;-
"H94   Outr transt do ouvido em doenc COP";-;-
"H95   Transt ouvido apof mastoide pos-proced NCOP";-;-
"I00   Febre reumatica s/mencao de compr do coracao";-;-
"I01   Febre reumatica c/compr do coracao";-;-
"I02   Coreia reumatica";-;-
